34,1237
225,1131
281,1099
472,1439
493,1734
551,1573
631,1410
649,1662
714,1508
750,1781
980,1985
1104,2136
1218,2290
1243,2279
1325,2379
1502,2335
1754,2737
1960,2940
1988,3128
2002,2985
2097,2989
2120,3010
2189,3220
2459,3498
2502,3433
2521,3509
2578,3564
2613,3851
2902,3795
2941,3834
3296,4276
3437,4384
3563,4677
3589,4611
3717,4657
3976,4968
4054,5079
4230,5062
4457,5616
4481,5399
4533,5621
4556,5476
4591,5604
4652,5717
4669,5802
4678,5490
4798,5888
4918,5737
4934,5870
4940,5960
4956,5952
5006,6016
5017,6063
5041,5816
5218,6190
5408,6375
5510,6387
5706,6684
5811,6655
5909,6842
5926,6879
6295,7382
6413,7173
6417,7357
6439,7414
6747,7649
6827,7996
6842,7878
7051,8182
7202,8318
7239,8248
7254,8194
7255,8378
7304,8288
7337,8243
7798,8765
7800,8854
7816,8662
8046,9099
8252,9289
8253,9236
8277,9382
8338,9327
8339,9273
8365,9296
8605,9728
8662,9689
8675,9755
8727,9819
8992,9987
9104,10068
9108,10098
9193,10289
9478,10519
9512,10518
9536,10780
9672,10577
9825,10888
9861,10689
9902,10839
10544,11475
10551,11696
10573,11696
10605,11747
10775,11814
10832,11933
10952,11892
10952,11856
11038,12193
11127,12197
11382,12287
11469,12686
11514,12529
11538,12418
11702,12801
12055,13042
12108,13042
12136,13096
12275,13142
12368,13309
12429,13351
12533,13599
12688,13608
12697,13871
12840,13730
12898,13960
13064,14229
13073,14111
13081,14085
13083,13923
13105,14037
13137,14158
13168,14333
13304,14277
13926,14966
13940,14930
13980,14821
14016,14909
14178,15163
14244,15242
14369,15448
14377,15411
14386,15498
14430,15459
14539,15679
14565,15603
14628,15597
14776,15705
14806,15898
14858,15767
15196,16227
15314,16183
15338,16406
15348,16568
15376,16249
15455,16451
15463,16482
15485,16361
15500,16499
15527,16407
15926,16953
16140,17157
16174,17079
16290,17221
16390,17520
16744,17759
16796,17823
16889,17986
16923,18090
17090,18149
17221,18001
17327,18326
17377,18345
17690,18666
17773,18843
18022,18890
18205,19227
18211,19209
18367,19451
18534,19629
18539,19814
18702,19690
18848,19812
18866,19980
18998,19994
19046,20061
19186,20291
19635,20686
19640,20811
19872,20920
19894,20878
19894,20972
19908,20873
19944,20855
19948,21020
20016,21085
20272,21212
20406,21547
20446,21250
20575,21663
20600,21569
20620,21510
20649,21642
20660,21585
20773,21726
20830,21747
20869,22032
20950,21999
20956,21835
21015,22017
21175,22252
21320,22280
21375,22359
21508,22546
21516,22396
21634,22695
21684,22520
21731,22556
21743,22740
21786,22846
22051,23161
22137,23062
22220,23187
22262,23151
22336,23442
22451,23578
22489,23658
22629,23686
22637,23741
22786,23780
22850,23790
23341,24256
23392,24381
23441,24521
23607,24606
23646,24674
23724,24717
23934,25119
23979,24957
24063,25023
24135,25059
24196,25166
24226,25086
24389,25329
24444,25425
24524,25662
24723,25748
25082,26031
25092,26185
25119,26172
25136,26013
25277,26346
25381,26379
25774,26996
25812,26871
25867,26683
25957,26985
26187,27130
26220,27135
26420,27524
26482,27402
26507,27542
26514,27441
26684,27603
26704,27673
26868,27712
27030,28057
27166,28148
27412,28507
27544,28469
27544,28554
27859,28968
27878,29141
27913,28840
28010,29023
28036,28988
28161,29075
28584,29695
28759,29781
28767,29675
28817,29664
28850,29807
28864,29897
28869,29812
28951,29956
29053,30211
29224,30300
29319,30196
29402,30326
29435,30494
29687,30801
29826,30791
29948,30971
30027,31028
30409,31437
30412,31437
30707,31642
30864,31716
30888,31865
30962,31885
31105,32088
31128,31994
31247,32223
31402,32260
31405,32415
31553,32501
31656,32770
31676,32840
31730,32808
31745,32930
31868,32906
31891,32871
31944,32841
32134,33202
32145,33186
32277,33548
32279,33173
32429,33351
32516,33522
32667,33733
32676,33872
32717,33863
32854,34174
32904,34050
33113,34194
33186,34181
33322,34390
33352,34329
33582,34615
33928,35049
33939,34939
33988,34972
34218,35120
34380,35595
34428,35350
34482,35387
34545,35572
34644,35692
34685,35723
34975,36154
35224,36268
35376,36415
35486,36504
35490,36535
35542,36568
35548,36539
35551,36465
35551,36666
35620,36812
35716,36783
35737,36806
35912,36807
35959,36977
36015,37228
36018,37267
36246,37460
36267,37256
36320,37590
36403,37492
36407,37385
36513,37531
36568,37509
36607,37831
36835,37846
36887,37932
36948,38019
37033,38037
37431,38199
37466,38546
37518,38473
37629,38584
37831,38927
37914,39032
38165,38993
38169,39324
38342,39484
38394,39423
38412,39242
38460,39459
38689,39677
38702,39658
38761,39617
38813,39846
38815,39790
39026,40039
39036,39858
39083,40148
39112,40133
39292,40174
39352,40333
39361,40403
39845,40908
39952,40941
39988,40784
40006,41092
40029,41181
40098,41095
40147,41193
40435,41343
40446,41610
40549,41467
40565,41568
40579,41777
40613,41580
40641,41737
40807,41857
40824,41698
41020,42131
41021,41949
41088,42165
41142,41984
41160,42120
41189,42173
41201,42232
41222,42201
41411,42344
41656,42657
41739,42810
41864,42932
41923,42777
42002,42892
42091,42991
42362,43438
42494,43669
42908,43988
42912,43889
43057,44141
43257,44349
43296,44438
43403,44413
43564,44504
43622,44623
43697,44697
44126,45030
44272,45288
44357,45527
44616,45631
44865,45968
44922,45839
45127,46071
45287,46224
45295,46286
45298,46308
45509,46433
45603,46857
45715,46732
46035,47024
46080,47207
46217,47239
46511,47328
46548,47653
46563,47473
46616,47678
46637,47639
46764,47791
46779,47833
46926,47772
47072,48085
47244,48158
47257,48181
47428,48458
47457,48331
47518,48450
47563,48537
47704,48758
47742,48543
47806,48781
47920,48981
48008,48922
48021,48999
48088,48938
48222,49234
48316,49378
48399,49381
48424,49461
48840,49926
48932,50033
48962,49974
49106,50137
49178,50250
49186,50201
49590,50651
49594,50805
49868,50997
49968,50929
50326,51517
50401,51426
50431,51586
50449,51548
50457,51509
50491,51479
50706,51621
50725,51874
50741,51795
50863,51901
50871,51800
50925,52056
50944,51999
51054,51979
51163,52114
51195,52162
51421,52448
51470,52416
51545,52546
51617,52691
51728,52818
51772,52688
51989,53152
52429,53433
52745,53881
52850,54036
52905,53846
53016,54129
53028,54011
53086,53774
53186,54214
53404,54360
53410,54471
53640,54564
53657,54421
53820,54922
54139,55200
54254,55204
54369,55241
54474,55348
54578,55658
54583,55582
54614,55599
54811,55934
54936,55883
54941,56079
54961,55969
55058,56153
55107,56060
55108,56073
55123,56078
55201,56219
55415,56335
55431,56483
55516,56554
55640,56759
55763,56698
55897,57095
56011,57025
56128,57168
56167,57298
56171,57294
56173,57249
56208,57170
56216,57191
56239,57173
56268,57349
56441,57582
56457,57353
56490,57499
56523,57432
56583,57743
56869,57701
57194,58226
57268,58250
57295,58376
57300,58488
57319,58413
57339,58239
57457,58345
57593,58650
57702,58502
57742,58740
57865,58833
58138,59098
58196,59189
58328,59337
58345,59188
58623,59605
58656,59689
58660,59548
58732,59775
58743,59783
58883,59923
58966,60045
58966,60017
58999,59989
59054,60033
59060,60113
59084,60130
59122,60185
59306,60400
59380,60402
59392,60298
59424,60376
59508,60418
59592,60603
59599,60645
59830,60889
60132,61231
60188,61234
60215,61132
60465,61565
60538,61556
60600,61747
60619,61582
60787,61963
60944,61971
60974,61869
61013,61984
61072,62137
61185,62303
61274,62307
61415,62439
61509,62484
61524,62615
61603,62531
61739,62662
61848,62803
61879,63030
61980,62979
62084,62985
62279,63353
62299,63179
62321,63420
62402,63270
62643,63632
62678,63604
62710,63680
62749,63746
62774,63663
62801,63899
62865,63736
62896,63894
63005,64031
63016,63997
63103,63952
63257,64232
63282,64348
63370,64206
63559,64655
63610,64623
63716,64826
63948,65121
63981,64918
64045,64995
64373,65284
64444,65302
64567,65686
64657,65614
64823,66016
64954,65919
64980,65898
65307,66359
65435,66382
66277,67158
66347,67435
66713,67829
66803,67864
67015,68000
67047,68050
67080,68165
67395,68523
67401,68415
67409,68400
67467,68420
67543,68356
67549,68620
67656,68653
67666,68755
67904,68998
